lat,lon,name,admin1,admin2,cc,projected coordinate
40.78343,-73.96625,Manhattan,New York,New York County,US,42437384
40.71427,-74.00597,New York City,New York,,US,42453902
40.74482,-73.94875,Long Island City,New York,Queens County,US,561042192
40.71427,-74.00597,New York City,New York,,US,42439275
40.71427,-74.00597,New York City,New York,,US,42445466
40.78343,-73.96625,Manhattan,New York,New York County,US,42429741
40.78343,-73.96625,Manhattan,New York,New York County,US,42437425
40.6501,-73.94958,Brooklyn,New York,Kings County,US,42477907
40.78343,-73.96625,Manhattan,New York,New York County,US,42450015
40.74482,-73.94875,Long Island City,New York,Queens County,US,42448390
40.78343,-73.96625,Manhattan,New York,New York County,US,42428022
40.71427,-74.00597,New York City,New York,,US,42440743
40.78343,-73.96625,Manhattan,New York,New York County,US,42436700
40.71427,-74.00597,New York City,New York,,US,373880031
40.71427,-74.00597,New York City,New York,,US,42478116
40.74482,-73.94875,Long Island City,New York,Queens County,US,598433544
40.71427,-74.00597,New York City,New York,,US,42438544
40.82704,-73.97569,Edgewater,New Jersey,Bergen County,US,3579432161
40.78343,-73.96625,Manhattan,New York,New York County,US,42439406
40.78343,-73.96625,Manhattan,New York,New York County,US,42428737
40.71427,-74.00597,New York City,New York,,US,42431461
40.78343,-73.96625,Manhattan,New York,New York County,US,42431015
40.71427,-74.00597,New York City,New York,,US,42436944
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42427817
40.74482,-73.94875,Long Island City,New York,Queens County,US,42872030
40.78343,-73.96625,Manhattan,New York,New York County,US,42450037
40.74482,-73.94875,Long Island City,New York,Queens County,US,42432444
40.74482,-73.94875,Long Island City,New York,Queens County,US,561042201
40.78343,-73.96625,Manhattan,New York,New York County,US,5542680310
40.78343,-73.96625,Manhattan,New York,New York County,US,42428737
40.74482,-73.94875,Long Island City,New York,Queens County,US,5357878453
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42428258
40.86566,-73.9268,Inwood,New York,New York County,US,42429707
40.74482,-73.94875,Long Island City,New York,Queens County,US,42469464
40.74482,-73.94875,Long Island City,New York,Queens County,US,42446949
40.74482,-73.94875,Long Island City,New York,Queens County,US,42445378
40.78343,-73.96625,Manhattan,New York,New York County,US,6929267030
40.78343,-73.96625,Manhattan,New York,New York County,US,6177439752
40.74482,-73.94875,Long Island City,New York,Queens County,US,42874602
40.74482,-73.94875,Long Island City,New York,Queens County,US,42445661
40.74482,-73.94875,Long Island City,New York,Queens County,US,4138911201
40.74482,-73.94875,Long Island City,New York,Queens County,US,42534485
40.74482,-73.94875,Long Island City,New York,Queens County,US,42818118
40.71427,-74.00597,New York City,New York,,US,42439001
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42430304
40.78343,-73.96625,Manhattan,New York,New York County,US,42443024
40.74482,-73.94875,Long Island City,New York,Queens County,US,42498320
40.78343,-73.96625,Manhattan,New York,New York County,US,42448745
40.71427,-74.00597,New York City,New York,,US,42430803
40.78343,-73.96625,Manhattan,New York,New York County,US,42434894
40.6501,-73.94958,Brooklyn,New York,Kings County,US,42524143
40.74482,-73.94875,Long Island City,New York,Queens County,US,42427970
40.86566,-73.9268,Inwood,New York,New York County,US,42436807
40.71427,-74.00597,New York City,New York,,US,42434215
40.71427,-74.00597,New York City,New York,,US,42428480
40.71427,-74.00597,New York City,New York,,US,42437084
40.71427,-74.00597,New York City,New York,,US,42442857
40.74482,-73.94875,Long Island City,New York,Queens County,US,42434951
40.78343,-73.96625,Manhattan,New York,New York County,US,42442463
40.78343,-73.96625,Manhattan,New York,New York County,US,42445027
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42437914
40.78343,-73.96625,Manhattan,New York,New York County,US,42440163
40.86566,-73.9268,Inwood,New York,New York County,US,2028328008
40.79205,-74.00375,Guttenberg,New Jersey,Hudson County,US,42430736
40.74482,-73.94875,Long Island City,New York,Queens County,US,42456041
40.71427,-74.00597,New York City,New York,,US,42442877
40.6501,-73.94958,Brooklyn,New York,Kings County,US,42478396
40.78343,-73.96625,Manhattan,New York,New York County,US,42435516
40.79205,-74.00375,Guttenberg,New Jersey,Hudson County,US,42430736
40.74482,-73.94875,Long Island City,New York,Queens County,US,42442949
40.71427,-74.00597,New York City,New York,,US,42436943
40.74482,-73.94875,Long Island City,New York,Queens County,US,42432444
40.71427,-74.00597,New York City,New York,,US,42455887
40.78343,-73.96625,Manhattan,New York,New York County,US,42421996
40.78343,-73.96625,Manhattan,New York,New York County,US,42428029
40.71427,-74.00597,New York City,New York,,US,42470434
40.71427,-74.00597,New York City,New York,,US,42429394
40.78343,-73.96625,Manhattan,New York,New York County,US,42448745
40.68149,-73.83652,Borough of Queens,New York,Queens County,US,42889573
40.71427,-74.00597,New York City,New York,,US,42445498
40.71427,-74.00597,New York City,New York,,US,42434360
40.78343,-73.96625,Manhattan,New York,New York County,US,42438487
40.74482,-73.94875,Long Island City,New York,Queens County,US,4660170671
40.74482,-73.94875,Long Island City,New York,Queens County,US,42506332
40.74482,-73.94875,Long Island City,New York,Queens County,US,1064257424
40.71427,-74.00597,New York City,New York,,US,42448171
40.78343,-73.96625,Manhattan,New York,New York County,US,42458766
40.74482,-73.94875,Long Island City,New York,Queens County,US,42442937
40.71427,-74.00597,New York City,New York,,US,42432184
40.74482,-73.94875,Long Island City,New York,Queens County,US,42446933
40.6501,-73.94958,Brooklyn,New York,Kings County,US,42477265
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42443975
40.74482,-73.94875,Long Island City,New York,Queens County,US,42926995
40.74482,-73.94875,Long Island City,New York,Queens County,US,42449928
40.74482,-73.94875,Long Island City,New York,Queens County,US,42523539
40.78343,-73.96625,Manhattan,New York,New York County,US,42443344
40.71427,-74.00597,New York City,New York,,US,42439823
40.74482,-73.94875,Long Island City,New York,Queens County,US,42452882
40.69149,-73.80569,Jamaica,New York,Queens County,US,1934649905
40.74482,-73.94875,Long Island City,New York,Queens County,US,42434090
40.78343,-73.96625,Manhattan,New York,New York County,US,42443040
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42437654
40.85093,-73.97014,Fort Lee,New Jersey,Bergen County,US,42427122
40.78343,-73.96625,Manhattan,New York,New York County,US,42443048
40.71427,-74.00597,New York City,New York,,US,42449021
40.78343,-73.96625,Manhattan,New York,New York County,US,42428014
40.78343,-73.96625,Manhattan,New York,New York County,US,42447084
40.74482,-73.94875,Long Island City,New York,Queens County,US,42446977
40.78343,-73.96625,Manhattan,New York,New York County,US,42445027
40.78343,-73.96625,Manhattan,New York,New York County,US,42431106
40.82704,-73.97569,Edgewater,New Jersey,Bergen County,US,42441952
40.78982,-73.74708,East Atlantic Beach,New York,Nassau County,US,42892951
40.71427,-74.00597,New York City,New York,,US,42432135
40.71427,-74.00597,New York City,New York,,US,5815234915
40.78343,-73.96625,Manhattan,New York,New York County,US,42448254
40.74482,-73.94875,Long Island City,New York,Queens County,US,42456568
40.82704,-73.97569,Edgewater,New Jersey,Bergen County,US,42442584
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42427821
40.78343,-73.96625,Manhattan,New York,New York County,US,42442480
40.78343,-73.96625,Manhattan,New York,New York County,US,42442561
40.71427,-74.00597,New York City,New York,,US,4145424858
40.78343,-73.96625,Manhattan,New York,New York County,US,42447144
40.78343,-73.96625,Manhattan,New York,New York County,US,42439567
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42439955
40.78343,-73.96625,Manhattan,New York,New York County,US,42445227
40.78343,-73.96625,Manhattan,New York,New York County,US,42437300
40.78343,-73.96625,Manhattan,New York,New York County,US,42431067
40.78343,-73.96625,Manhattan,New York,New York County,US,42446070
40.78343,-73.96625,Manhattan,New York,New York County,US,42436489
40.78343,-73.96625,Manhattan,New York,New York County,US,42450030
40.71427,-74.00597,New York City,New York,,US,42444480
40.78343,-73.96625,Manhattan,New York,New York County,US,5542680310
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42444933
40.86566,-73.9268,Inwood,New York,New York County,US,42427212
40.78343,-73.96625,Manhattan,New York,New York County,US,42445748
40.71427,-74.00597,New York City,New York,,US,42439840
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,62915509
40.71427,-74.00597,New York City,New York,,US,42436941
40.78343,-73.96625,Manhattan,New York,New York County,US,42428579
40.71427,-74.00597,New York City,New York,,US,42449023
40.78343,-73.96625,Manhattan,New York,New York County,US,42431107
40.74482,-73.94875,Long Island City,New York,Queens County,US,42436531
40.78343,-73.96625,Manhattan,New York,New York County,US,42438774
40.78343,-73.96625,Manhattan,New York,New York County,US,42441564
40.78343,-73.96625,Manhattan,New York,New York County,US,42449991
40.71427,-74.00597,New York City,New York,,US,42428411
40.71427,-74.00597,New York City,New York,,US,42437536
40.71427,-74.00597,New York City,New York,,US,42439830
40.78343,-73.96625,Manhattan,New York,New York County,US,42446472
40.71427,-74.00597,New York City,New York,,US,42454401
40.78343,-73.96625,Manhattan,New York,New York County,US,42429342
40.74482,-73.94875,Long Island City,New York,Queens County,US,42436710
40.71427,-74.00597,New York City,New York,,US,42443296
40.74482,-73.94875,Long Island City,New York,Queens County,US,42427970
40.71427,-74.00597,New York City,New York,,US,42431490
40.74482,-73.94875,Long Island City,New York,Queens County,US,42434974
40.71427,-74.00597,New York City,New York,,US,42434140
40.78343,-73.96625,Manhattan,New York,New York County,US,42431684
40.74482,-73.94875,Long Island City,New York,Queens County,US,2693557993
40.78343,-73.96625,Manhattan,New York,New York County,US,42446161
40.71427,-74.00597,New York City,New York,,US,42432068
40.6501,-73.94958,Brooklyn,New York,Kings County,US,42465343
40.74482,-73.94875,Long Island City,New York,Queens County,US,42818515
40.74482,-73.94875,Long Island City,New York,Queens County,US,42506300
40.71427,-74.00597,New York City,New York,,US,42437949
40.78343,-73.96625,Manhattan,New York,New York County,US,42434377
40.71427,-74.00597,New York City,New York,,US,42440737
40.71427,-74.00597,New York City,New York,,US,4597668023
40.78343,-73.96625,Manhattan,New York,New York County,US,42443528
40.78343,-73.96625,Manhattan,New York,New York County,US,42435702
40.74482,-73.94875,Long Island City,New York,Queens County,US,4597668030
40.71427,-74.00597,New York City,New York,,US,42439830
40.78343,-73.96625,Manhattan,New York,New York County,US,42428014
40.74482,-73.94875,Long Island City,New York,Queens County,US,42442939
40.78343,-73.96625,Manhattan,New York,New York County,US,42428653
40.78343,-73.96625,Manhattan,New York,New York County,US,596776164
40.78343,-73.96625,Manhattan,New York,New York County,US,42431078
40.71427,-74.00597,New York City,New York,,US,42452026
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42445018
40.74482,-73.94875,Long Island City,New York,Queens County,US,42865836
40.74482,-73.94875,Long Island City,New York,Queens County,US,42842485
40.78343,-73.96625,Manhattan,New York,New York County,US,42426374
40.71427,-74.00597,New York City,New York,,US,42430277
40.6501,-73.94958,Brooklyn,New York,Kings County,US,42524143
40.74399,-74.03236,Hoboken,New Jersey,Hudson County,US,42427390
40.78343,-73.96625,Manhattan,New York,New York County,US,42423674
40.71427,-74.00597,New York City,New York,,US,42429752
40.71427,-74.00597,New York City,New York,,US,588593353
40.71427,-74.00597,New York City,New York,,US,42437951
40.79205,-74.00375,Guttenberg,New Jersey,Hudson County,US,595245918
40.78343,-73.96625,Manhattan,New York,New York County,US,42444453
40.78343,-73.96625,Manhattan,New York,New York County,US,42447237
40.71427,-74.00597,New York City,New York,,US,1773063789
40.78343,-73.96625,Manhattan,New York,New York County,US,42428016
40.6501,-73.94958,Brooklyn,New York,Kings County,US,42466972
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42437654
40.78343,-73.96625,Manhattan,New York,New York County,US,1061531847
40.74482,-73.94875,Long Island City,New York,Queens County,US,42436754
40.6501,-73.94958,Brooklyn,New York,Kings County,US,42474746
40.74482,-73.94875,Long Island City,New York,Queens County,US,42843338
40.6501,-73.94958,Brooklyn,New York,Kings County,US,42522957
40.78343,-73.96625,Manhattan,New York,New York County,US,42456066
40.78343,-73.96625,Manhattan,New York,New York County,US,1061531596
40.78343,-73.96625,Manhattan,New York,New York County,US,42440022
40.71427,-74.00597,New York City,New York,,US,42436439
40.74482,-73.94875,Long Island City,New York,Queens County,US,42442937
40.66677,-73.88236,East New York,New York,Kings County,US,42807119
40.71427,-74.00597,New York City,New York,,US,42449067
40.82704,-73.97569,Edgewater,New Jersey,Bergen County,US,42439599
40.71427,-74.00597,New York City,New York,,US,42431467
40.78343,-73.96625,Manhattan,New York,New York County,US,42434912
40.78343,-73.96625,Manhattan,New York,New York County,US,42431684
40.6501,-73.94958,Brooklyn,New York,Kings County,US,42522063
40.78343,-73.96625,Manhattan,New York,New York County,US,42439498
40.74482,-73.94875,Long Island City,New York,Queens County,US,42445413
40.74482,-73.94875,Long Island City,New York,Queens County,US,42442947
40.82704,-73.97569,Edgewater,New Jersey,Bergen County,US,589928003
40.71427,-74.00597,New York City,New York,,US,42440325
40.71427,-74.00597,New York City,New York,,US,42449597
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42445310
40.74482,-73.94875,Long Island City,New York,Queens County,US,42874060
40.71427,-74.00597,New York City,New York,,US,42429661
40.71427,-74.00597,New York City,New York,,US,42432083
40.71427,-74.00597,New York City,New York,,US,6417761624
40.82704,-73.97569,Edgewater,New Jersey,Bergen County,US,42440072
40.82704,-73.97569,Edgewater,New Jersey,Bergen County,US,3579432161
40.74482,-73.94875,Long Island City,New York,Queens County,US,42488301
40.78343,-73.96625,Manhattan,New York,New York County,US,42436489
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42430673
40.71427,-74.00597,New York City,New York,,US,7480301986
40.74482,-73.94875,Long Island City,New York,Queens County,US,42445374
40.86566,-73.9268,Inwood,New York,New York County,US,42442717
40.78343,-73.96625,Manhattan,New York,New York County,US,42445039
40.74482,-73.94875,Long Island City,New York,Queens County,US,42449945
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42455751
40.74482,-73.94875,Long Island City,New York,Queens County,US,42825919
40.71427,-74.00597,New York City,New York,,US,42429394
40.71427,-74.00597,New York City,New York,,US,42428174
40.78343,-73.96625,Manhattan,New York,New York County,US,42436486
40.71427,-74.00597,New York City,New York,,US,42449886
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42437371
40.74482,-73.94875,Long Island City,New York,Queens County,US,42496644
40.74482,-73.94875,Long Island City,New York,Queens County,US,2387504625
40.71427,-74.00597,New York City,New York,,US,42432071
40.71427,-74.00597,New York City,New York,,US,42434215
40.6501,-73.94958,Brooklyn,New York,Kings County,US,42520262
40.71427,-74.00597,New York City,New York,,US,42435624
40.78343,-73.96625,Manhattan,New York,New York County,US,42435335
40.71427,-74.00597,New York City,New York,,US,42431453
40.74482,-73.94875,Long Island City,New York,Queens County,US,42843348
40.71427,-74.00597,New York City,New York,,US,42446547
40.74482,-73.94875,Long Island City,New York,Queens County,US,42446959
40.71427,-74.00597,New York City,New York,,US,42430205
40.71427,-74.00597,New York City,New York,,US,42436431
40.52927,-74.31598,Fords,New Jersey,Middlesex County,US,42997741
40.74482,-73.94875,Long Island City,New York,Queens County,US,42479249
40.74482,-73.94875,Long Island City,New York,Queens County,US,42849719
40.71427,-74.00597,New York City,New York,,US,42432184
40.78343,-73.96625,Manhattan,New York,New York County,US,42422000
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42444954
40.78343,-73.96625,Manhattan,New York,New York County,US,42430375
40.74482,-73.94875,Long Island City,New York,Queens County,US,277032631
40.74482,-73.94875,Long Island City,New York,Queens County,US,42443804
40.6501,-73.94958,Brooklyn,New York,Kings County,US,42493434
40.79205,-74.00375,Guttenberg,New Jersey,Hudson County,US,42438301
40.74482,-73.94875,Long Island City,New York,Queens County,US,42446701
40.78343,-73.96625,Manhattan,New York,New York County,US,42428598
40.71427,-74.00597,New York City,New York,,US,42440743
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,4443775465
40.79205,-74.00375,Guttenberg,New Jersey,Hudson County,US,42446363
40.86566,-73.9268,Inwood,New York,New York County,US,42733747
40.71427,-74.00597,New York City,New York,,US,42445357
40.74482,-73.94875,Long Island City,New York,Queens County,US,42442949
40.71427,-74.00597,New York City,New York,,US,42466290
40.74482,-73.94875,Long Island City,New York,Queens County,US,1632878885
40.78343,-73.96625,Manhattan,New York,New York County,US,42438805
40.71427,-74.00597,New York City,New York,,US,42431822
40.78343,-73.96625,Manhattan,New York,New York County,US,42443556
40.78343,-73.96625,Manhattan,New York,New York County,US,42446066
40.74482,-73.94875,Long Island City,New York,Queens County,US,42442948
40.78343,-73.96625,Manhattan,New York,New York County,US,6929267030
40.71427,-74.00597,New York City,New York,,US,42497672
40.74482,-73.94875,Long Island City,New York,Queens County,US,42872030
40.78343,-73.96625,Manhattan,New York,New York County,US,42438052
40.71427,-74.00597,New York City,New York,,US,4597668040
40.71427,-74.00597,New York City,New York,,US,42430903
40.74482,-73.94875,Long Island City,New York,Queens County,US,42448707
40.78343,-73.96625,Manhattan,New York,New York County,US,42429330
40.71427,-74.00597,New York City,New York,,US,42430265
40.78343,-73.96625,Manhattan,New York,New York County,US,42443054
40.86566,-73.9268,Inwood,New York,New York County,US,42453591
40.74482,-73.94875,Long Island City,New York,Queens County,US,42442957
40.78343,-73.96625,Manhattan,New York,New York County,US,42439864
40.78343,-73.96625,Manhattan,New York,New York County,US,42443099
40.71427,-74.00597,New York City,New York,,US,42436746
40.78343,-73.96625,Manhattan,New York,New York County,US,42431057
40.86566,-73.9268,Inwood,New York,New York County,US,2408446178
40.84985,-73.86641,The Bronx,New York,Bronx,US,5327341918
40.78343,-73.96625,Manhattan,New York,New York County,US,42443556
40.6501,-73.94958,Brooklyn,New York,Kings County,US,42498838
40.71427,-74.00597,New York City,New York,,US,42430292
40.71427,-74.00597,New York City,New York,,US,7369969942
40.78343,-73.96625,Manhattan,New York,New York County,US,42448745
40.78343,-73.96625,Manhattan,New York,New York County,US,42435328
40.78343,-73.96625,Manhattan,New York,New York County,US,42438506
40.82704,-73.97569,Edgewater,New Jersey,Bergen County,US,42427538
40.71427,-74.00597,New York City,New York,,US,1692433920
40.71427,-74.00597,New York City,New York,,US,42431453
40.6501,-73.94958,Brooklyn,New York,Kings County,US,42469369
40.71427,-74.00597,New York City,New York,,US,1692433935
40.66677,-73.88236,East New York,New York,Kings County,US,42496674
40.78343,-73.96625,Manhattan,New York,New York County,US,42445947
40.71427,-74.00597,New York City,New York,,US,42443513
40.74482,-73.94875,Long Island City,New York,Queens County,US,42856620
40.74482,-73.94875,Long Island City,New York,Queens County,US,42506310
40.74482,-73.94875,Long Island City,New York,Queens County,US,42443680
40.78343,-73.96625,Manhattan,New York,New York County,US,42440163
40.84985,-73.86641,The Bronx,New York,Bronx,US,42738726
40.74482,-73.94875,Long Island City,New York,Queens County,US,42437830
40.78343,-73.96625,Manhattan,New York,New York County,US,42430989
40.6501,-73.94958,Brooklyn,New York,Kings County,US,42481619
40.71427,-74.00597,New York City,New York,,US,42427251
40.74482,-73.94875,Long Island City,New York,Queens County,US,42446991
40.71427,-74.00597,New York City,New York,,US,42428491
40.78343,-73.96625,Manhattan,New York,New York County,US,1061531695
40.82704,-73.97569,Edgewater,New Jersey,Bergen County,US,3099326122
40.82704,-73.97569,Edgewater,New Jersey,Bergen County,US,42421865
40.78343,-73.96625,Manhattan,New York,New York County,US,42443363
40.78343,-73.96625,Manhattan,New York,New York County,US,42440022
40.84985,-73.86641,The Bronx,New York,Bronx,US,42850326
40.71427,-74.00597,New York City,New York,,US,1692433942
40.74482,-73.94875,Long Island City,New York,Queens County,US,42442939
40.74482,-73.94875,Long Island City,New York,Queens County,US,42442937
40.74482,-73.94875,Long Island City,New York,Queens County,US,42429896
40.78343,-73.96625,Manhattan,New York,New York County,US,42445236
40.74482,-73.94875,Long Island City,New York,Queens County,US,42427979
40.71427,-74.00597,New York City,New York,,US,42427956
40.78343,-73.96625,Manhattan,New York,New York County,US,42442459
40.74399,-74.03236,Hoboken,New Jersey,Hudson County,US,42429663
40.78343,-73.96625,Manhattan,New York,New York County,US,42421810
40.74482,-73.94875,Long Island City,New York,Queens County,US,42827831
40.74482,-73.94875,Long Island City,New York,Queens County,US,42442960
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42440170
40.71427,-74.00597,New York City,New York,,US,42440270
40.84985,-73.86641,The Bronx,New York,Bronx,US,42756720
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42445011
40.71427,-74.00597,New York City,New York,,US,42437289
40.74482,-73.94875,Long Island City,New York,Queens County,US,42436707
40.78343,-73.96625,Manhattan,New York,New York County,US,42445738
40.86566,-73.9268,Inwood,New York,New York County,US,42733450
40.74482,-73.94875,Long Island City,New York,Queens County,US,42511013
