lat,lon,name,admin1,admin2,cc,projected coordinate
40.74482,-73.94875,Long Island City,New York,Queens County,US,42449961
40.78343,-73.96625,Manhattan,New York,New York County,US,5706568771
40.78343,-73.96625,Manhattan,New York,New York County,US,42442422
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42437368
40.71427,-74.00597,New York City,New York,,US,42429840
40.74482,-73.94875,Long Island City,New York,Queens County,US,2844853160
40.74482,-73.94875,Long Island City,New York,Queens County,US,42446488
40.71427,-74.00597,New York City,New York,,US,42436439
40.78343,-73.96625,Manhattan,New York,New York County,US,42445232
40.78343,-73.96625,Manhattan,New York,New York County,US,42431007
40.74482,-73.94875,Long Island City,New York,Queens County,US,42449918
40.71427,-74.00597,New York City,New York,,US,42430782
40.71427,-74.00597,New York City,New York,,US,42427381
40.71427,-74.00597,New York City,New York,,US,42434271
40.71427,-74.00597,New York City,New York,,US,42442870
40.74482,-73.94875,Long Island City,New York,Queens County,US,42490472
40.78343,-73.96625,Manhattan,New York,New York County,US,42428024
40.71427,-74.00597,New York City,New York,,US,42428454
40.78343,-73.96625,Manhattan,New York,New York County,US,42431005
40.78343,-73.96625,Manhattan,New York,New York County,US,42428570
40.78343,-73.96625,Manhattan,New York,New York County,US,42447105
40.78343,-73.96625,Manhattan,New York,New York County,US,42428640
40.86566,-73.9268,Inwood,New York,New York County,US,42432799
40.78343,-73.96625,Manhattan,New York,New York County,US,6176483595
40.74482,-73.94875,Long Island City,New York,Queens County,US,42448811
40.74399,-74.03236,Hoboken,New Jersey,Hudson County,US,42429412
40.71427,-74.00597,New York City,New York,,US,42430279
40.71427,-74.00597,New York City,New York,,US,42430233
40.78343,-73.96625,Manhattan,New York,New York County,US,42436477
40.74482,-73.94875,Long Island City,New York,Queens County,US,42427991
40.78343,-73.96625,Manhattan,New York,New York County,US,42429693
40.71427,-74.00597,New York City,New York,,US,42431611
40.74482,-73.94875,Long Island City,New York,Queens County,US,42818118
40.74482,-73.94875,Long Island City,New York,Queens County,US,42456049
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42430304
40.74482,-73.94875,Long Island City,New York,Queens County,US,42453187
40.71427,-74.00597,New York City,New York,,US,7490266268
40.78343,-73.96625,Manhattan,New York,New York County,US,42430356
40.71427,-74.00597,New York City,New York,,US,42430914
40.74399,-74.03236,Hoboken,New Jersey,Hudson County,US,42444909
40.71427,-74.00597,New York City,New York,,US,42435435
40.78343,-73.96625,Manhattan,New York,New York County,US,42439406
40.82704,-73.97569,Edgewater,New Jersey,Bergen County,US,561035364
40.71427,-74.00597,New York City,New York,,US,42428232
40.71427,-74.00597,New York City,New York,,US,42439275
40.71427,-74.00597,New York City,New York,,US,42428192
40.71427,-74.00597,New York City,New York,,US,42445867
40.71427,-74.00597,New York City,New York,,US,42437949
40.78343,-73.96625,Manhattan,New York,New York County,US,596776115
40.74399,-74.03236,Hoboken,New Jersey,Hudson County,US,42431154
40.71427,-74.00597,New York City,New York,,US,42435596
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42448996
40.62205,-73.7468,Inwood,New York,Nassau County,US,599057123
40.78343,-73.96625,Manhattan,New York,New York County,US,42428634
40.74482,-73.94875,Long Island City,New York,Queens County,US,42455932
40.78343,-73.96625,Manhattan,New York,New York County,US,42447126
40.74482,-73.94875,Long Island City,New York,Queens County,US,42484186
40.74482,-73.94875,Long Island City,New York,Queens County,US,42513657
40.74482,-73.94875,Long Island City,New York,Queens County,US,42436710
40.78343,-73.96625,Manhattan,New York,New York County,US,1825841754
40.74399,-74.03236,Hoboken,New Jersey,Hudson County,US,42439099
40.71427,-74.00597,New York City,New York,,US,42435596
40.71427,-74.00597,New York City,New York,,US,42434357
40.78343,-73.96625,Manhattan,New York,New York County,US,42431099
40.71427,-74.00597,New York City,New York,,US,42443513
40.71427,-74.00597,New York City,New York,,US,42430205
40.74482,-73.94875,Long Island City,New York,Queens County,US,42431661
40.78343,-73.96625,Manhattan,New York,New York County,US,42437436
40.74482,-73.94875,Long Island City,New York,Queens County,US,42455915
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42445310
40.74482,-73.94875,Long Island City,New York,Queens County,US,3786901738
40.78343,-73.96625,Manhattan,New York,New York County,US,42443349
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42427817
40.74482,-73.94875,Long Island City,New York,Queens County,US,42513654
40.74482,-73.94875,Long Island City,New York,Queens County,US,42926409
40.71427,-74.00597,New York City,New York,,US,42431470
40.78343,-73.96625,Manhattan,New York,New York County,US,42430060
40.71427,-74.00597,New York City,New York,,US,42440401
40.71427,-74.00597,New York City,New York,,US,42437084
40.71427,-74.00597,New York City,New York,,US,42430277
40.71427,-74.00597,New York City,New York,,US,42432679
40.71427,-74.00597,New York City,New York,,US,4557517552
40.74482,-73.94875,Long Island City,New York,Queens County,US,42890426
40.74482,-73.94875,Long Island City,New York,Queens County,US,42442955
40.78343,-73.96625,Manhattan,New York,New York County,US,42447076
40.78343,-73.96625,Manhattan,New York,New York County,US,42440397
40.71427,-74.00597,New York City,New York,,US,42434215
40.74482,-73.94875,Long Island City,New York,Queens County,US,42458333
40.74482,-73.94875,Long Island City,New York,Queens County,US,42824088
40.74482,-73.94875,Long Island City,New York,Queens County,US,42434954
40.71427,-74.00597,New York City,New York,,US,42436181
40.78343,-73.96625,Manhattan,New York,New York County,US,1061531491
40.78343,-73.96625,Manhattan,New York,New York County,US,42439406
40.78343,-73.96625,Manhattan,New York,New York County,US,42438772
40.71427,-74.00597,New York City,New York,,US,588036479
40.74482,-73.94875,Long Island City,New York,Queens County,US,42442949
40.78343,-73.96625,Manhattan,New York,New York County,US,42446072
40.78343,-73.96625,Manhattan,New York,New York County,US,42438867
40.78343,-73.96625,Manhattan,New York,New York County,US,42436911
40.78343,-73.96625,Manhattan,New York,New York County,US,42428068
40.78343,-73.96625,Manhattan,New York,New York County,US,42435794
40.62205,-73.7468,Inwood,New York,Nassau County,US,599057123
40.71427,-74.00597,New York City,New York,,US,42428480
40.71427,-74.00597,New York City,New York,,US,42445888
40.82704,-73.97569,Edgewater,New Jersey,Bergen County,US,3579432162
40.71427,-74.00597,New York City,New York,,US,42439073
40.71427,-74.00597,New York City,New York,,US,1773084407
40.71427,-74.00597,New York City,New York,,US,42429388
40.78343,-73.96625,Manhattan,New York,New York County,US,42421749
40.78343,-73.96625,Manhattan,New York,New York County,US,42442410
40.71427,-74.00597,New York City,New York,,US,42453175
40.78343,-73.96625,Manhattan,New York,New York County,US,42430063
40.78982,-73.74708,East Atlantic Beach,New York,Nassau County,US,42824268
40.78343,-73.96625,Manhattan,New York,New York County,US,42430317
40.78343,-73.96625,Manhattan,New York,New York County,US,42430063
40.71427,-74.00597,New York City,New York,,US,7369969939
40.78343,-73.96625,Manhattan,New York,New York County,US,42442422
40.78343,-73.96625,Manhattan,New York,New York County,US,42434072
40.78343,-73.96625,Manhattan,New York,New York County,US,42443054
40.78343,-73.96625,Manhattan,New York,New York County,US,42428039
40.71427,-74.00597,New York City,New York,,US,42436159
40.78343,-73.96625,Manhattan,New York,New York County,US,596775900
40.74482,-73.94875,Long Island City,New York,Queens County,US,42445404
40.78343,-73.96625,Manhattan,New York,New York County,US,1061531454
40.71427,-74.00597,New York City,New York,,US,42434142
40.71427,-74.00597,New York City,New York,,US,42439842
40.71427,-74.00597,New York City,New York,,US,42438784
40.71427,-74.00597,New York City,New York,,US,42436586
40.78343,-73.96625,Manhattan,New York,New York County,US,42450044
40.71427,-74.00597,New York City,New York,,US,4597668042
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42454433
40.78343,-73.96625,Manhattan,New York,New York County,US,42428024
40.78343,-73.96625,Manhattan,New York,New York County,US,42425570
40.71427,-74.00597,New York City,New York,,US,42449886
40.78343,-73.96625,Manhattan,New York,New York County,US,42451754
40.71427,-74.00597,New York City,New York,,US,42436159
40.78343,-73.96625,Manhattan,New York,New York County,US,42445740
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42439440
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42437909
40.71427,-74.00597,New York City,New York,,US,42448578
40.78343,-73.96625,Manhattan,New York,New York County,US,42444812
40.78343,-73.96625,Manhattan,New York,New York County,US,42448254
40.71427,-74.00597,New York City,New York,,US,42431611
40.78343,-73.96625,Manhattan,New York,New York County,US,1241742627
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42455761
40.71427,-74.00597,New York City,New York,,US,42437890
40.71427,-74.00597,New York City,New York,,US,42430118
40.78343,-73.96625,Manhattan,New York,New York County,US,42430068
40.74482,-73.94875,Long Island City,New York,Queens County,US,276204325
40.82704,-73.97569,Edgewater,New Jersey,Bergen County,US,3099326124
40.71427,-74.00597,New York City,New York,,US,42429844
40.74482,-73.94875,Long Island City,New York,Queens County,US,42506174
40.78343,-73.96625,Manhattan,New York,New York County,US,42430333
40.71427,-74.00597,New York City,New York,,US,42434215
40.74482,-73.94875,Long Island City,New York,Queens County,US,42438894
40.78343,-73.96625,Manhattan,New York,New York County,US,42435518
40.71427,-74.00597,New York City,New York,,US,42440710
40.78343,-73.96625,Manhattan,New York,New York County,US,42435346
40.78343,-73.96625,Manhattan,New York,New York County,US,42447076
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42455751
40.74482,-73.94875,Long Island City,New York,Queens County,US,42436748
40.78343,-73.96625,Manhattan,New York,New York County,US,42431004
40.78343,-73.96625,Manhattan,New York,New York County,US,42432580
40.71427,-74.00597,New York City,New York,,US,42449886
40.78343,-73.96625,Manhattan,New York,New York County,US,42431039
40.78343,-73.96625,Manhattan,New York,New York County,US,596775963
40.79205,-74.00375,Guttenberg,New Jersey,Hudson County,US,61275605
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,4785165288
40.71427,-74.00597,New York City,New York,,US,4878831008
40.71427,-74.00597,New York City,New York,,US,42429769
40.78343,-73.96625,Manhattan,New York,New York County,US,42428015
40.74482,-73.94875,Long Island City,New York,Queens County,US,42445661
40.74482,-73.94875,Long Island City,New York,Queens County,US,42440469
40.74482,-73.94875,Long Island City,New York,Queens County,US,42832979
40.79205,-74.00375,Guttenberg,New Jersey,Hudson County,US,42450434
40.78343,-73.96625,Manhattan,New York,New York County,US,42430068
40.71427,-74.00597,New York City,New York,,US,42454378
40.71427,-74.00597,New York City,New York,,US,42449600
40.74399,-74.03236,Hoboken,New Jersey,Hudson County,US,42439099
40.78343,-73.96625,Manhattan,New York,New York County,US,42431000
40.78343,-73.96625,Manhattan,New York,New York County,US,42435684
40.71427,-74.00597,New York City,New York,,US,42437990
40.71427,-74.00597,New York City,New York,,US,486868138
40.78343,-73.96625,Manhattan,New York,New York County,US,42440960
40.74482,-73.94875,Long Island City,New York,Queens County,US,42512094
40.74482,-73.94875,Long Island City,New York,Queens County,US,42436746
40.78343,-73.96625,Manhattan,New York,New York County,US,42432558
40.74482,-73.94875,Long Island City,New York,Queens County,US,42430304
40.71427,-74.00597,New York City,New York,,US,42428220
40.78343,-73.96625,Manhattan,New York,New York County,US,42430390
40.82704,-73.97569,Edgewater,New Jersey,Bergen County,US,42434340
40.74482,-73.94875,Long Island City,New York,Queens County,US,42436753
40.78343,-73.96625,Manhattan,New York,New York County,US,42455643
40.78343,-73.96625,Manhattan,New York,New York County,US,42443556
40.71427,-74.00597,New York City,New York,,US,42449874
40.78343,-73.96625,Manhattan,New York,New York County,US,42428020
40.74482,-73.94875,Long Island City,New York,Queens County,US,42440459
40.74399,-74.03236,Hoboken,New Jersey,Hudson County,US,42427390
40.6501,-73.94958,Brooklyn,New York,Kings County,US,42478081
40.71427,-74.00597,New York City,New York,,US,42446528
40.78343,-73.96625,Manhattan,New York,New York County,US,42438805
40.78343,-73.96625,Manhattan,New York,New York County,US,42431024
40.74482,-73.94875,Long Island City,New York,Queens County,US,42527647
40.78343,-73.96625,Manhattan,New York,New York County,US,42443088
40.71427,-74.00597,New York City,New York,,US,42434233
40.78343,-73.96625,Manhattan,New York,New York County,US,42442977
40.78343,-73.96625,Manhattan,New York,New York County,US,42431037
40.71427,-74.00597,New York City,New York,,US,42445505
40.78343,-73.96625,Manhattan,New York,New York County,US,42440022
40.71427,-74.00597,New York City,New York,,US,42430924
40.74482,-73.94875,Long Island City,New York,Queens County,US,42926398
40.78343,-73.96625,Manhattan,New York,New York County,US,42431447
40.74482,-73.94875,Long Island City,New York,Queens County,US,42468744
40.74399,-74.03236,Hoboken,New Jersey,Hudson County,US,42431154
40.74482,-73.94875,Long Island City,New York,Queens County,US,42427975
40.78343,-73.96625,Manhattan,New York,New York County,US,1778676708
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42439440
40.78343,-73.96625,Manhattan,New York,New York County,US,42452956
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42430304
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,4443775465
40.78343,-73.96625,Manhattan,New York,New York County,US,42430333
40.78343,-73.96625,Manhattan,New York,New York County,US,42442567
40.71427,-74.00597,New York City,New York,,US,42437890
40.78343,-73.96625,Manhattan,New York,New York County,US,42436921
40.71427,-74.00597,New York City,New York,,US,42435624
40.78343,-73.96625,Manhattan,New York,New York County,US,42428329
40.74399,-74.03236,Hoboken,New Jersey,Hudson County,US,42439280
40.74482,-73.94875,Long Island City,New York,Queens County,US,42442948
40.78343,-73.96625,Manhattan,New York,New York County,US,42435516
40.71427,-74.00597,New York City,New York,,US,42428179
40.74482,-73.94875,Long Island City,New York,Queens County,US,42430314
40.78343,-73.96625,Manhattan,New York,New York County,US,42443050
40.71427,-74.00597,New York City,New York,,US,42452630
40.78343,-73.96625,Manhattan,New York,New York County,US,42438802
40.71427,-74.00597,New York City,New York,,US,42439323
40.74482,-73.94875,Long Island City,New York,Queens County,US,42496858
40.71427,-74.00597,New York City,New York,,US,42457421
40.71427,-74.00597,New York City,New York,,US,42427371
40.74482,-73.94875,Long Island City,New York,Queens County,US,4597668030
40.71427,-74.00597,New York City,New York,,US,42442276
40.74482,-73.94875,Long Island City,New York,Queens County,US,42469494
40.74482,-73.94875,Long Island City,New York,Queens County,US,42442955
40.71427,-74.00597,New York City,New York,,US,42433578
40.71427,-74.00597,New York City,New York,,US,42436582
40.52927,-74.31598,Fords,New Jersey,Middlesex County,US,42997741
40.74482,-73.94875,Long Island City,New York,Queens County,US,42504116
40.74482,-73.94875,Long Island City,New York,Queens County,US,42849669
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,4461990857
40.78343,-73.96625,Manhattan,New York,New York County,US,42447182
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42437670
40.74482,-73.94875,Long Island City,New York,Queens County,US,3786901743
40.74482,-73.94875,Long Island City,New York,Queens County,US,42849722
40.74482,-73.94875,Long Island City,New York,Queens County,US,42445896
40.78343,-73.96625,Manhattan,New York,New York County,US,42430347
40.71427,-74.00597,New York City,New York,,US,42455026
40.74482,-73.94875,Long Island City,New York,Queens County,US,42480120
40.78343,-73.96625,Manhattan,New York,New York County,US,42428653
40.71427,-74.00597,New York City,New York,,US,42439345
40.71427,-74.00597,New York City,New York,,US,4492821528
40.71427,-74.00597,New York City,New York,,US,7490266268
40.78343,-73.96625,Manhattan,New York,New York County,US,42429340
40.71427,-74.00597,New York City,New York,,US,42440628
40.74482,-73.94875,Long Island City,New York,Queens County,US,42449314
40.6501,-73.94958,Brooklyn,New York,Kings County,US,42513737
40.71427,-74.00597,New York City,New York,,US,42430288
40.78343,-73.96625,Manhattan,New York,New York County,US,42454428
40.71427,-74.00597,New York City,New York,,US,42428405
40.74482,-73.94875,Long Island City,New York,Queens County,US,42449948
40.74482,-73.94875,Long Island City,New York,Queens County,US,42455934
40.74482,-73.94875,Long Island City,New York,Queens County,US,4597668020
40.78343,-73.96625,Manhattan,New York,New York County,US,42443388
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42435642
40.74482,-73.94875,Long Island City,New York,Queens County,US,42808193
40.78343,-73.96625,Manhattan,New York,New York County,US,42450044
40.74482,-73.94875,Long Island City,New York,Queens County,US,42434951
40.71427,-74.00597,New York City,New York,,US,42439533
40.78343,-73.96625,Manhattan,New York,New York County,US,42443042
40.78343,-73.96625,Manhattan,New York,New York County,US,42424225
40.78343,-73.96625,Manhattan,New York,New York County,US,42430344
40.71427,-74.00597,New York City,New York,,US,42444424
40.78343,-73.96625,Manhattan,New York,New York County,US,42431556
40.78343,-73.96625,Manhattan,New York,New York County,US,42438805
40.78343,-73.96625,Manhattan,New York,New York County,US,42443099
40.71427,-74.00597,New York City,New York,,US,4142105822
40.78343,-73.96625,Manhattan,New York,New York County,US,4347550074
40.78343,-73.96625,Manhattan,New York,New York County,US,42438798
40.78343,-73.96625,Manhattan,New York,New York County,US,42442567
40.78343,-73.96625,Manhattan,New York,New York County,US,42446461
40.71427,-74.00597,New York City,New York,,US,42427316
40.74482,-73.94875,Long Island City,New York,Queens County,US,42534485
40.71427,-74.00597,New York City,New York,,US,7369969939
40.78343,-73.96625,Manhattan,New York,New York County,US,42436551
40.78343,-73.96625,Manhattan,New York,New York County,US,4016646206
40.71427,-74.00597,New York City,New York,,US,42436396
40.78343,-73.96625,Manhattan,New York,New York County,US,42428790
40.78343,-73.96625,Manhattan,New York,New York County,US,42443349
40.71427,-74.00597,New York City,New York,,US,486868138
40.74482,-73.94875,Long Island City,New York,Queens County,US,42436710
40.78343,-73.96625,Manhattan,New York,New York County,US,42433163
40.71427,-74.00597,New York City,New York,,US,1919595911
40.74482,-73.94875,Long Island City,New York,Queens County,US,42487175
40.74482,-73.94875,Long Island City,New York,Queens County,US,4597668020
40.71427,-74.00597,New York City,New York,,US,42430938
40.78343,-73.96625,Manhattan,New York,New York County,US,42428049
40.74482,-73.94875,Long Island City,New York,Queens County,US,42489993
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42423885
40.78343,-73.96625,Manhattan,New York,New York County,US,42436922
40.6501,-73.94958,Brooklyn,New York,Kings County,US,42510746
40.71427,-74.00597,New York City,New York,,US,42432068
40.78343,-73.96625,Manhattan,New York,New York County,US,42443336
40.74482,-73.94875,Long Island City,New York,Queens County,US,42502920
40.78343,-73.96625,Manhattan,New York,New York County,US,42430320
40.78343,-73.96625,Manhattan,New York,New York County,US,42432825
40.74482,-73.94875,Long Island City,New York,Queens County,US,42448707
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42430308
40.74482,-73.94875,Long Island City,New York,Queens County,US,42449928
40.82704,-73.97569,Edgewater,New Jersey,Bergen County,US,42421857
40.71427,-74.00597,New York City,New York,,US,1773078006
40.78343,-73.96625,Manhattan,New York,New York County,US,42428063
40.71427,-74.00597,New York City,New York,,US,42437881
40.78343,-73.96625,Manhattan,New York,New York County,US,42445236
40.78343,-73.96625,Manhattan,New York,New York County,US,1061531566
40.78343,-73.96625,Manhattan,New York,New York County,US,42436510
40.74482,-73.94875,Long Island City,New York,Queens County,US,42452973
40.74399,-74.03236,Hoboken,New Jersey,Hudson County,US,42444916
40.71427,-74.00597,New York City,New York,,US,42454994
40.74482,-73.94875,Long Island City,New York,Queens County,US,42436590
40.78343,-73.96625,Manhattan,New York,New York County,US,42443329
40.76955,-74.02042,Weehawken,New Jersey,Hudson County,US,42444964
40.74482,-73.94875,Long Island City,New York,Queens County,US,561042191
40.78343,-73.96625,Manhattan,New York,New York County,US,42443020
40.71427,-74.00597,New York City,New York,,US,42431804
40.71427,-74.00597,New York City,New York,,US,42436115
40.71427,-74.00597,New York City,New York,,US,246901366
40.85093,-73.97014,Fort Lee,New Jersey,Bergen County,US,42428967
40.78343,-73.96625,Manhattan,New York,New York County,US,42434072
40.78343,-73.96625,Manhattan,New York,New York County,US,42447060
40.78343,-73.96625,Manhattan,New York,New York County,US,42447076
40.78343,-73.96625,Manhattan,New York,New York County,US,1061531807
40.85093,-73.97014,Fort Lee,New Jersey,Bergen County,US,42428961
40.71427,-74.00597,New York City,New York,,US,42449021
40.71427,-74.00597,New York City,New York,,US,42443671
40.74482,-73.94875,Long Island City,New York,Queens County,US,4597668043
40.78343,-73.96625,Manhattan,New York,New York County,US,42449007
40.78343,-73.96625,Manhattan,New York,New York County,US,42447235
40.78343,-73.96625,Manhattan,New York,New York County,US,42446466
40.74482,-73.94875,Long Island City,New York,Queens County,US,42476621
